LOCCODE,TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,PREK_SEATS,3K_SEATS,EL_SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR,DYNAMIC
11X169,DOE,X,Baychester Academy,,718-325-1138,3500 Edson Avenue,10466,1,36,,,1028633,260367,cvaugha2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x169,2,1,11X169,info,8:20:00 AM,0,1,0,0,0,0,,
11X189,DOE,X,Cornerstone Academy for Social Action,,718-794-6160,3441 Steenwick Avenue,10475,1,54,,,1031010,261120,jbellon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x189,2,3,11X189,info,8:00:00 AM,0,0,0,0,0,0,,
11X357,DOE,X,Young Voices Academy of the Bronx,,718-794-4080,800 Lydig Avenue,10462,1,36,,,1021967,250517,NCruz8@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x357,2,3,11X357,info,8:30:00 AM,0,1,0,0,0,0,,
11X567,DOE,X,Linden Tree Elementary School,,718-239-7401,1560 Purdy Street,10462,1,18,,,1024930,244813,ldebonis@schools.nyc.gov,https://Lindentree567.com,3,2,11X567,info,8:00:00 AM,0,0,0,0,0,0,,
11XAAA,NYCEEC,X,Harry H. Gordon School Annex (NYL),,718-838-5993,1180 East 214th Street,10469,1,16,,,1025187,258436,Kgriffoul@nylel.org,https://Nylel.org,2,3,11XAAA,info,8:15:00 AM,0,0,209,0,1,0,,
11XAAF,NYCEEC,X,Howard Haber Early Learning Center,,718-409-1450,2300 Westchester Avenue,10462,1,12,,,1026276,243570,francine.rykman@ahrcnyc.org,https://schools.ahrcnyc.org,5,3,11XAAF,info,8:45:00 AM,0,0,0,0,1,0,,
11XABM,NYCEEC,X,Holy Rosary School,,718-652-1838,1500 Arnow Avenue,10469,1,120,,,1027856,255340,Maryann.fusco@archny.org,https://holyrosaryschoolbronx.org,3,3,11XABM,info,7:45:00 AM,1,1,0,0,0,0,,
11XABT,NYCEEC,X,Immaculate Conception School,,718-547-3346,760 East Gun Hill Road,10467,1,80,,,1021927,258568,b207@adnyeducation.org,https://schoolofimmaculateconception.org,5,9,11XABT,info,7:45:00 AM,0,0,0,0,0,0,,
11XACE,NYCEEC,X,Nativity of Our Blessed Lady,,718-324-2188,3893 Dyre Avenue,10466,1,58,,,1030814,263142,b208@adnyeducation.org,https://http://nativityschoolbronx.org,3,7,11XACE,info,8:00:00 AM,1,1,0,0,0,0,,
11XACK,NYCEEC,X,Our Lady of Grace School,,718-547-9918,3981 Bronxwood Avenue,10466,1,126,,,1024361,262183,principal@olgschoolbronx.com,https://olgschoolbronx.com,3,3,11XACK,info,8:25:00 AM,1,1,209,0,0,0,,
11XACR,NYCEEC,X,Regent School,,718-653-2900,719 East 216th Street,10467,1,18,,,1022122,260407,regentschool1947@gmail.com,https://regentschool.com,7,1,11XACR,info,8:00:00 AM,1,1,0,1,0,0,,
11XADJ,NYCEEC,X,Saint Clare of Assisi School,,718-892-4080,1911 Hone Avenue,10461,1,160,,,1023890,249407,theresa.bivona@archny.org,https://stclareofassisischool.org,3,3,11XADJ,info,8:00:00 AM,1,1,0,0,0,0,,
11XADN,NYCEEC,X,Saint Francis of Assisi School,,718-994-4650,4300 Baychester Avenue,10466,1,54,,,1027113,266168,principal@sfabx.com,https://sfabx.com,3,3,11XADN,info,8:00:00 AM,1,1,0,0,0,0,,
11XADO,NYCEEC,X,Saint Francis Xavier School,,718-863-0531,1711 Haight Avenue,10461,1,136,,,1025058,248405,sfxupk@gmail.com,https://sfxschool.net,3,3,11XADO,info,8:00:00 AM,1,1,0,0,0,0,,
11XADQ,NYCEEC,X,St. Helena School,,718-892-3234,2050 Benedict Avenue,10462,1,80,,,1024186,243295,b239@adnyeducation.org,https://sthelenaelementary.com,7,9,11XADQ,info,8:10:00 AM,1,1,0,0,0,0,,
11XADY,NYCEEC,X,Saint Lucy School,,718-882-2203,830 Mace Avenue,10467,1,148,,,1022436,253681,minneci@stlucys.org,https://stlucys.org,3,3,11XADY,info,7:45:00 AM,1,1,0,0,0,0,,
11XAEL,NYCEEC,X,St. Raymond Elementary,,718-597-3232,2380 East Tremont Avenue,10462,1,72,,,1024568,246118,patricia.brito@archny.org,https://straymondelementary.org,2,3,11XAEL,info,8:00:00 AM,1,1,0,0,0,0,,
11XAEW,NYCEEC,X,The Learning Tree,,718-944-0958,801 Bartholdi Street,10467,1,72,,,1022274,257708,msgregory@tltprep.org,https://learningtreeprep.org,3,2,11XAEW,info,8:50:00 AM,0,0,0,0,0,0,,
11XAFA,NYCEEC,X,UCP/NYC's Bronx Children's Program,,718-652-9790,1770 Stillwell Avenue,10469,1,16,,,1029987,251601,bellman@ucpnyc.org,https://ucpnyc.org,2,3,11XAFA,info,8:00:00 AM,0,0,0,0,1,0,,
11XAFG,NYCEEC,X,Little Stars 3,,347-947-3171,1420 Burke Avenue,10469,1,20,,,1026812,257106,Lstarsdialy@aol.com,https://littlestarspreschools.com,3,7,11XAFG,info,8:30:00 AM,1,1,0,0,0,0,,
11XAHS,NYCEEC,X,"Little Stars Too, Inc.",,718-515-8800,1083 Allerton Avenue,10469,1,38,,,1023980,254689,lstarstoo@aol.com,https://LittleStarsPreschools.com,3,9,11XAHS,info,9:00:00 AM,1,1,0,0,0,0,,
11XAKJ,NYCEEC,X,Wake-Eden Christian Academy,,718-325-8056,2074 Strang Avenue,10466,2,36,,,1028603,263806,academy@wakeeden.org,,5,9,11XAKJ,info,,0,0,0,0,0,0,,
11XALA,NYCEEC,X,Westchester Tremont DCC,,718-824-7390,2547 East Tremont Avenue,10461,1,36,,43,1026167,246560,enrollwtdcc@optimum.net,https://wtdcc.com,3,3,11XALA,info,9:00:00 AM,0,0,0,0,0,1,,
11XAPP,NYCEEC,X,Bronx House 1,,718-792-1800,990 Pelham Parkway South,10461,1,90,,,1022819,251399,serene@bronxhouse.org,https://bronxhouse.org,7,1,11XAPP,info,8:30:00 AM,1,1,0,0,0,0,,
11XAPQ,NYCEEC,X,Bronx House 2,,718-653-1044,2222 Wallace Avenue,10467,1,72,,,1021784,252051,natasha@bronxhouse.org,https://bronxhouse.org,7,7,11XAPQ,info,8:30:00 AM,0,0,0,0,0,0,,
11XAPT,NYCEEC,X,"Little Stars School, Inc.",,718-994-0604,4063 Edson Avenue,10466,1,56,,,1027284,264123,lstars1010@aol.com,https://www.LittleStarsPreschools.com,3,7,11XAPT,info,9:00:00 AM,1,1,0,0,0,0,,
11XAPU,NYCEEC,X,North Bronx NCNW CDC,,718-231-7100,4035 White Plains Road,10466,1,81,,83,1023021,263428,regina.davis@nbncnwcdc.org,,3,3,11XAPU,info,8:00:00 AM,1,1,0,0,0,1,,
11XAPW,NYCEEC,X,United Educare Preschool,,718-882-4706,3950 Bronxwood Avenue,10466,1,54,,,1024391,261850,ueccc@aol.com,,2,6,11XAPW,info,8:00:00 AM,0,1,209,0,0,0,,
11XAPX,NYCEEC,X,Williamsbridge NAACP Early Childhood Education Center,,718-798-1262,670 East 219th Street,10467,1,54,,,1021942,261246,WillmsbrdgeECEC@aol.com,https://williamsbridge-ecec.org,2,3,11XAPX,info,8:00:00 AM,0,1,0,0,0,0,,
11XAPY,NYCEEC,X,Susan Wagner Day Care,,718-547-1735,1140 East 229th Street,10466,1,54,,51,1027010,262121,laura7r@aol.com,,3,7,11XAPY,info,8:00:00 AM,1,1,0,0,0,1,,
11XAQL,NYCEEC,X,Corry Academy,,609-892-8177,4321 Barnes Avenue,10466,1,144,,,1024860,265557,lyneelopez@gmail.com,https://sfabx.com,5,9,11XAQL,info,7:45:00 AM,0,0,0,0,0,0,,
11XAQY,NYCEEC,X,Susan Wagner Victory,,718-655-5500,3440 White Plains Road,10467,1,31,,26,1021233,258503,swagner3440@gmail.com,,3,7,11XAQY,info,9:00:00 AM,0,0,0,0,0,1,,
11XARJ,NYCEEC,X,Santa Maria School,,718-863-5047,1651 Zerega Avenue,10462,1,207,,,1025506,245112,bmccrory@santamariabronx.org,https://santamariabronx.org,7,3,11XARJ,info,7:45:00 AM,1,1,0,1,0,0,,
11XARQ,NYCEEC,X,Learning Ladder Day Care Center,,718-618-0782,100 Aldrich Street,10475,1,50,,,1030787,256520,madelinaenriquez@allcareps.org,https://allcareps.org,3,6,11XARQ,info,8:30:00 AM,0,1,0,0,0,0,,
11XASO,NYCEEC,X,Mind-Builders Creative Arts Center,,718-652-6256,3415 Olinville Avenue,10467,1,18,,,1020647,258378,generalmanager@mind-builders.org,https://mind-builders.org,7,3,11XASO,info,8:30:00 AM,0,0,0,0,0,0,,
11XASY,NYCEEC,X,Holy Rosary Early Childhood at St. Mary Star of the Sea,,718-652-1838,580 Minnieford Avenue,10464,1,36,,,1042492,250627,b204@adnyeducation.org,https://holyrosaryschoolbronx.org,3,9,11XASY,info,7:45:00 AM,1,0,0,0,0,0,,
11XATE,NYCEEC,X,Susan Wagner Day School,,718-547-0501,4102 White Plains Road,10466,2,54,,,1023358,263832,jamjoy2007@yahoo.com,,3,9,11XATE,info,8:00:00 AM,0,1,0,0,0,0,,
11XAVX,NYCEEC,X,Sunshine Daycare of Westchester Village,,718-989-9801,1564 St. Peters Avenue,10461,1,18,,,1026449,245595,mariella@sunshinenewyork.com,https://sunshinenewyork.com,5,6,11XAVX,info,7:30:00 AM,0,1,0,0,0,0,,
11XAWG,NYCEEC,X,"All Seasons Day Care, LLC",,718-324-8300,1701 Nereid Avenue,10466,1,17,,,1025115,266504,al5538@optonline.net,https://allseasonsdaycarebronx.com,3,3,11XAWG,info,8:00:00 AM,0,1,0,0,0,0,,
11XAWP,NYCEEC,X,St. Lucy Early Childhood Academy,,347-326-8593,2401 Bronxwood Avenue,10469,1,72,,,1022416,253151,minneci@stlucys.org,https://stlucys.org,3,3,11XAWP,info,7:45:00 AM,0,0,0,0,0,0,,
11XAYC,NYCEEC,X,"All Seasons A&C Day Care, LLC",,718-231-7200,700 Rosewood Street,10467,1,20,,,1021081,257366,al5538@optonline.net,https://allseasonsdaycarebronx.com,3,2,11XAYC,info,8:00:00 AM,0,1,0,0,0,0,,
11XAYQ,NYCEEC,X,"Bronx Park East Preparatory, Inc.",,718-882-3261,2270 Bronx Park East,10467,1,20,,,1020078,252376,keshea@bronxparkeastacademy.com,https://bronxparkeastacademy.com,7,9,11XAYQ,info,8:30:00 AM,1,1,0,0,0,0,,
11XAZB,NYCEEC,X,Santa Maria Early Childhood Academy,,718-863-5047,1659 Zerega Avenue,10462,1,40,,,1025490,245095,bmccrory@santamariabronx.org,https://santamariabronx.org/,5,8,11XAZB,info,7:45:00 AM,1,1,0,1,0,0,,
11XAZX,NYCEEC,X,St. Clare Of Assisi Early Childhood Academy,,718-892-4080,1925 Hone Avenue,10461,1,120,,,1023916,249355,theresa.bivona@archny.org,https://stclareofassisischool.org,3,3,11XAZX,info,8:00:00 AM,1,1,0,0,0,0,,
11XBAZ,NYCEEC,X,Lil Inventors Child Care- Wallace Ave,,718-502-6455,2100 Wallace Avenue,10462,1,54,,,1021641,250173,nlove@nycnac.com,https://www.lilinventors.com,3,9,11XBAZ,info,8:15:00 AM,1,1,0,0,0,0,,
11Z038,PKC,X,District 11 Pre-K Center at 1684 White Plains Road,,718-239-5910,1684 White Plains Road,10462,1,54,,,1021544,246676,Dalford@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District11PKC,2,3,11Z038,info,8:00:00 AM,0,0,0,0,0,0,,
11Z039,PKC,X,District 11 Pre-K Center at 4520 Matilda Avenue,,718-325-4370,4520 Matilda Avenue,10470,1,54,,,1024604,267771,dalford@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District11PKC,2,3,11Z039,info,8:20:00 AM,0,0,0,0,0,0,,
12X006,DOE,X,P.S. 6 West Farms,,718-542-7676,1000 East Tremont Avenue,10460,1,72,,,1016803,245588,Tperez14@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x006,2,3,12X006,info,8:00:00 AM,1,0,0,0,0,0,,
12X044,DOE,X,P.S. 44 David C. Farragut,,718-583-2360,1825 Prospect Avenue,10457,1,36,,,1014390,246221,mharrow2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x044,2,2,12X044,info,8:15:00 AM,0,0,0,0,0,0,,
12X057,DOE,X,P.S. 57 Crescent,,718-367-9446,2111 Crotona Avenue,10457,1,36,,,1014956,248449,mblandino-sanchez@schools.nyc.gov,https://ps57crescent.com,2,3,12X057,info,8:00:00 AM,0,0,0,0,0,0,,
12X061,DOE,X,P.S. 61 Francisco Oller,,718-542-7230,1550 Crotona Park East,10460,1,36,,,1013990,244011,PQuigle@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x061,2,3,12X061,info,,0,0,0,0,0,0,,
12X066,DOE,X,P.S. 66 School of Higher Expectations,,718-319-2820,1001 Jennings Street,10460,1,72,,,1015564,242160,KGoodma@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x066,2,3,12X066,info,8:00:00 AM,0,0,0,0,0,0,,
12X067,DOE,X,P.S. 67 Mohegan School,,718-823-4101,2024 Mohegan Avenue,10460,1,54,,,1016179,246729,JSantia7@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x067,2,3,12X067,info,8:00:00 AM,0,0,0,0,0,0,,
12X134,DOE,X,P.S. 134 George F. Bristow,,718-328-3351,1330 Bristow Street,10459,1,54,,,1013453,242175,aking3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x134,2,3,12X134,info,8:15:00 AM,1,0,0,0,0,0,,
12X150,DOE,X,P.S. 150 Charles James Fox,,718-328-7729,920 East 167th Street,10459,1,36,,,1013471,240248,nsanche6@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x150,2,3,12X150,info,8:00:00 AM,0,0,0,0,0,0,,
12X195,DOE,X,P.S. 195,,718-861-4461,1250 Ward Avenue,10472,1,36,,,1018150,242047,ukarakas@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x195,2,3,12X195,info,8:00:00 AM,0,0,0,0,0,0,,
12X196,DOE,X,P.S. 196,,718-328-7187,1250 Ward Avenue,10472,1,18,,,1018171,241915,LGraciani@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x196,3,3,12X196,info,8:00:00 AM,0,0,0,0,0,0,,
12X211,DOE,X,P.S. 211,,718-901-0436,1919 Prospect Avenue,10457,1,36,,,1014648,246656,TDrummond@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x211,2,3,12X211,info,8:00:00 AM,0,0,0,0,0,0,,
12X212,DOE,X,P.S. 212,,718-842-2331,1180 Tinton Avenue,10456,1,36,,,1011879,241173,GFordAnderson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x212,2,3,12X212,info,8:00:00 AM,0,0,0,0,0,0,,
12X214,DOE,X,P.S. 214,,718-589-6728,1970 West Farms Road,10460,1,90,,,1017453,245076,dcintro@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x214,2,3,12X214,info,8:00:00 AM,1,0,0,0,0,0,,
12X300,DOE,X,The School of Science and Applied Learning,,718-584-6310,2050 Prospect Avenue,10457,1,18,,,1015509,247488,VSingle2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x300,3,3,12X300,info,8:00:00 AM,1,0,0,0,0,0,,
12X314,DOE,X,Fairmont Neighborhood School,,718-860-5210,1550 Vyse Avenue,10460,1,36,,,1015477,243237,SWolfso2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x314,3,3,12X314,info,8:00:00 AM,0,0,0,0,0,0,,
12X458,DOE,X,Samara Community School,,718-860-5332,1550 Vyse Avenue,10460,1,36,,,1015449,243177,DDerrig@schools.nyc.gov,https://samaracommunityschool.org,3,3,12X458,info,8:20:00 AM,0,0,109,0,0,0,,
12X463,DOE,X,Urban Scholars Community School,,718-842-8133,1180 Tinton Avenue,10456,1,36,,,1011856,241080,djones51@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x463,2,3,12X463,info,8:00:00 AM,1,0,0,0,0,0,,
12X531,DOE,X,Archer Elementary School,,718-828-3791,1827 Archer Street,10460,1,18,,,1021279,244639,adorr@schools.nyc.gov,https://www.archerelementary.com,2,3,12X531,info,8:20:00 AM,1,0,0,0,0,0,,
12X536,DOE,X,P.S. 536,,718-931-4270,1827 Archer Street,10460,1,18,,,1021269,244708,SMedina10@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x536,2,3,12X536,info,8:30:00 AM,1,0,0,0,0,0,,
12X691,DOE,X,Bronx Little School,,718-792-2650,1827 Archer Street,10460,1,18,,,1021292,244573,lguzman16@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x691,2,7,12X691,info,8:00:00 AM,0,0,0,0,0,0,,
12XAAS,NYCEEC,X,Bronxdale Nursery,,718-991-8315,1065 Beach Avenue,10472,1,40,,24,1021459,240553,bronxdalepreschool@gmail.com,,3,7,12XAAS,info,8:00:00 AM,0,0,0,0,0,1,,
12XADT,NYCEEC,X,Saint John Chrysostom School,,718-328-7226,1144 Hoe Avenue,10459,1,92,,,1014501,240707,b243@adnyeducation.org,https://sjchrysostom.org,3,3,12XADT,info,8:00:00 AM,1,1,0,0,0,0,,
12XAEP,NYCEEC,X,St. Thomas Aquinas School,,718-893-7600,1909 Daly Avenue,10460,1,40,,,1016092,245540,b263@adnyeducation.org,https://staschoolbx.org,2,9,12XAEP,info,8:00:00 AM,1,1,0,0,0,0,,
12XAFK,NYCEEC,X,Phipps Neighborhoods Daly Avenue ECEC,,718-364-2496,921 East 180th Street,10460,1,72,,,1017104,247006,tblount@phippsny.org,https://phippsny.org,3,3,12XAFK,info,8:30:00 AM,1,1,209,0,0,0,,
12XAJD,NYCEEC,X,Bronx Early Childhood Center,,718-764-2409,1515 Southern Boulevard,10460,1,36,,35,1014570,242931,shireenh@childrensaidsociety.org,https://childrensaidsociety.org,3,7,12XAJD,info,8:00:00 AM,0,0,0,0,0,1,,
12XAJT,NYCEEC,X,East Tremont Child Care and Development Center,,718-731-4166,1811 Crotona Avenue,10457,1,32,,40,1013492,246478,etccdc@aol.com,https://www.etccdc.com,3,9,12XAJT,info,9:00:00 AM,1,1,0,0,0,1,,
12XAJU,NYCEEC,X,Children's Aid at P.S. 211,,347-821-4222,1919 Prospect Avenue,10457,1,32,,22,1014768,246818,alindsay@childrensaidsociety.org,,3,6,12XAJU,info,8:00:00 AM,0,0,0,0,0,1,,
12XAKA,NYCEEC,X,Intervale (Center #2),,718-893-5074,1054 Intervale Avenue,10459,1,62,,43,1012885,239768,otoledo@lapen.com,https://lapen.com,2,7,12XAKA,info,8:30:00 AM,0,0,0,0,0,1,,
12XAKD,NYCEEC,X,Sound Dale Center for ECE,,718-378-0400,1211 Croes Avenue,10472,1,117,,69,1019956,241613,bronxdaledaycare@yahoo.com,,3,3,12XAKD,info,8:05:00 AM,0,0,0,0,0,1,,
12XAKE,NYCEEC,X,Bronx River Early Learn Center,,718-842-6582,1555 East 174th Street,10472,1,20,,35,1017906,243401,angelamazzone@yahoo.com,,3,7,12XAKE,info,9:00:00 AM,0,0,209,0,0,1,,
12XAKQ,NYCEEC,X,Help III,,718-583-1511,785 Crotona Park North,10460,1,13,,10,1014332,245620,lpineda@helpusa.org,https://helpusa.org,3,3,12XAKQ,info,8:30:00 AM,1,1,209,0,0,1,,
12XAPZ,NYCEEC,X,Saint Anthony I,,718-823-7202,1750 Mansion Street,10460,2,36,,,1020376,244553,erosa@cmcs.org,https://www.cmcs.org,3,2,12XAPZ,info,8:30:00 AM,0,0,209,0,0,1,,
12XAQA,NYCEEC,X,Tremont Crotona,,718-378-5600,1600 Crotona Park East,10460,1,36,,75,1014345,244075,kvirgo@tremontcrotona.org,,3,4,12XAQA,info,8:00:00 AM,1,1,209,0,0,1,,
12XAYK,NYCEEC,X,Phipps Houses Lebanon West Farms,,347-723-3719,1175 East Tremont Avenue,10460,1,54,,,1018924,245353,inunez@phippsny.org,https://phippsny.org,3,3,12XAYK,info,8:30:00 AM,0,0,209,0,0,0,,
13K003,DOE,K,P.S. 3 The Bedford Village,,718-622-2960,50 Jefferson Avenue,11216,1,72,,,996604,187904,ajohnson33@schools.nyc.gov,https://ps3brooklyn.org,3,3,13K003,info,8:15:00 AM,1,0,0,0,0,0,,
13K009,DOE,K,P.S. 9 Teunis G. Bergen,,718-638-3260,80 Underhill Avenue,11238,1,90,,,993700,186368,SDAvila@schools.nyc.gov,https://ps9brooklyn.org,2,3,13K009,info,8:20:00 AM,1,1,109,0,0,0,,
13K011,DOE,K,P.S. 11 Purvis J. Behan,,718-638-2661,419 Waverly Avenue,11238,1,72,,,993685,189033,ahope@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k011,2,3,13K011,info,8:20:00 AM,0,1,0,0,0,0,,
13K020,DOE,K,P.S. 20 Clinton Hill,,718-834-6744,225 Adelphi Street,11205,1,54,,,992270,190980,LBarbera@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k020,2,3,13K020,info,8:20:00 AM,1,1,0,0,0,0,,
13K044,DOE,K,P.S. 44 Marcus Garvey,,718-834-6939,432 Monroe Street,11221,1,36,,,1000624,189327,rjames6@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k044,3,3,13K044,info,8:20:00 AM,1,0,0,0,0,0,,
13K046,DOE,K,P.S. 46 Edward C. Blum,,718-834-7694,100 Clermont Avenue,11205,1,54,,,992161,192247,knicholson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k046,2,3,13K046,info,8:00:00 AM,0,0,0,0,0,0,,
13K054,DOE,K,P.S. 54 Samuel C. Barnes,,718-834-6752,195 Sandford Street,11205,1,54,,,997373,191615,SSmall11@schools.nyc.gov,https://magnetschool54.org,2,3,13K054,info,8:20:00 AM,1,1,0,0,0,0,,
13K056,DOE,K,P.S. 56 Lewis H. Latimer,,718-857-3149,170 Gates Avenue,11238,1,18,,,995211,188782,MWilliams3@schools.nyc.gov,https://ps56k.org/,2,3,13K056,info,8:20:00 AM,1,1,0,0,0,0,,
13K067,DOE,K,P.S. 67 Charles A. Dorsey,,718-834-6756,51 Saint Edwards Street,11205,1,18,,,990385,192610,Dgraham9@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k067,3,3,13K067,info,8:00:00 AM,0,0,0,0,0,0,,
13K093,DOE,K,P.S. 93 William H. Prescott,,718-604-7363,31 New York Avenue,11216,1,36,,,999087,186633,SPhilip@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k093,2,3,13K093,info,,0,0,0,0,0,0,,
13K133,DOE,K,P.S. 133 William A. Butler,"<b>Note:</b> Students in District 15 are prioritized for two-thirds of seats and students in District 13 are prioritized for the remaining third. Within each district group, students who qualify for Free and Reduced Lunch and/or are English Language Learners will have priority for 35% of those seats.",718-398-5320,610 Baltic Street,11217,1,54,,,989651,187141,HFoster@schools.nyc.gov,https://ps133brooklyn.org,2,3,13K133,info,8:20:00 AM,0,1,109,0,0,0,,
13K256,DOE,K,P.S. 256 Benjamin Banneker,,718-857-9820,114 Kosciusko Street,11216,1,18,,,998224,190889,shemphi@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k256,2,3,13K256,info,8:20:00 AM,0,1,0,0,0,0,,
13K270,DOE,K,P.S. 270 Johann Dekalb,,718-622-2443,241 Emerson Place,11205,1,36,,,994945,191064,Swallace4@schools.nyc.gov,https://ps270k.org,2,3,13K270,info,8:20:00 AM,1,1,0,0,0,0,,
13K282,DOE,K,P.S. 282 Park Slope,,718-622-1626,180 6th Avenue,11217,1,90,,,990423,185765,rhoke2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k282,2,7,13K282,info,8:20:00 AM,0,0,0,0,0,0,,
13K287,DOE,K,P.S. 287 Bailey K. Ashford,,718-834-4745,50 Navy Street,11201,1,54,,,989554,193596,mrawlin@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k287,2,3,13K287,info,8:00:00 AM,1,0,0,0,0,0,,
13K305,DOE,K,P.S. 305 Dr. Peter Ray,,718-789-3962,344 Monroe Street,11216,1,18,,,999466,189159,jmortle@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k305,2,3,13K305,info,8:10:00 AM,0,0,0,0,0,0,,
13K307,DOE,K,P.S. 307 Daniel Hale Williams,,718-834-4748,209 York Street,11201,1,108,,,989287,194892,mschoen6@schools.nyc.gov,https://ps307.org,2,3,13K307,info,8:00:00 AM,0,1,0,0,0,0,,
13KASJ,NYCEEC,K,BCS Duffield Children's Center,,718-522-5296,101 Fleet Place,11201,1,29,,30,989371,191718,ilopez@wearebcs.org,https://wearebcs.org,3,3,13KASJ,info,8:00:00 AM,0,0,0,0,0,1,,
13KBCV,NYCEEC,K,"Tabernacle Church of God Day Care Center, Inc.",,718-638-3209,34 Kosciuszko Street,11205,1,65,,61,997107,190731,tabernacledcc1@gmail.com,https://Fochdaycare.org,3,7,13KBCV,info,9:00:00 AM,1,1,0,0,0,1,,
13KBLI,NYCEEC,K,Young Minds Day Care Center,,718-622-8622,972 Fulton Street,11238,1,20,,,994766,187859,msmith@fortgreenecouncil.org,https://facebook.com/fgcyoungminds,3,3,13KBLI,info,8:30:00 AM,0,0,0,0,0,0,,
13KBLK,NYCEEC,K,Bedford Stuyvesant ECDC 5Q,,718-453-0788,5 Quincy Street,11238,3,38,,,995035,189232,mcneilla@bsecdc.org,,3,6,13KBLK,info,8:00:00 AM,0,0,0,0,0,0,,
13KBLL,NYCEEC,K,Northside Center for Child Development,,347-505-5501,44-60 Rockwell Place,11201,1,58,,,989926,190175,mallen@northsidecenter.org,https://www.northsidecenter.org,3,7,13KBLL,info,8:30:00 AM,0,0,0,0,0,1,,
13KBLM,NYCEEC,K,Salvation Army - Bedford,,718-552-2690,110 Kosciusko St,11216,1,20,,10,997939,190854,darrion.maye@use.salvationarmy.org,,3,3,13KBLM,info,9:00:00 AM,0,0,0,0,0,1,,
13KBNK,NYCEEC,K,Bedford Stuyvesant ECDC 262,,718-453-0760,262 Lexington Avenue,11216,3,30,,,997727,189662,Lubellmorriss@bsecdc.org,,5,9,13KBNK,info,,0,0,0,0,0,0,,
13KBNO,NYCEEC,K,Billy Martin Child Development Center,,718-857-5630,333 Classon Avenue,11205,1,20,,21,995371,190628,billymartin333@yahoo.com,https://billymartindaycarecenter.org,3,9,13KBNO,info,9:00:00 AM,0,0,0,0,0,1,,
13KBOA,NYCEEC,K,Our Children's Center,,718-260-5192,300 Jay Street,11201,1,25,,,987728,192587,jwallace@citytech.cuny.edu,,3,3,13KBOA,info,9:00:00 AM,1,1,0,0,0,0,,
13KBUV,NYCEEC,K,Helen Owen Carey CDC,,718-638-4100,71 Lincoln Place,11217,1,80,,29,990467,185964,jbonet@universitysettlement.org,https://universitysettlement.org,3,3,13KBUV,info,,1,1,0,0,0,1,,
13KBVZ,NYCEEC,K,Little Sun People,,718-789-7330,1360 Fulton Street,11216,1,18,,,999090,187012,info@littlesunpeople.com,https://www.littlesunpeople.com,3,9,13KBVZ,info,9:00:00 AM,1,1,0,0,0,0,,
13KCEG,NYCEEC,K,Imagine Dumbo - Adams,,718-522-2263,85 Adams Street,11201,1,11,,,987478,194940,caroline@imagineelc.com,https://imagineelc.com,5,6,13KCEG,info,9:30:00 AM,1,1,0,0,0,0,,
13KCEH,NYCEEC,K,Imagine Brooklyn Heights,,718-624-7520,50 Monroe Place,11201,1,20,,,986272,192646,sally@imagineelc.com,https://imagineelc.com,5,2,13KCEH,info,9:30:00 AM,1,1,0,0,0,0,,
