loccode,x,y,prek_type,name,address,borough,zip,phone
QBHK,1041264,197375,NYCEEC,Rising Stars Islamic School ( Lcna ),166 - 26 89 Ave,Q,11432,646-243-5895
QBHL,1007683,218021,NYCEEC,My Little Footprints Daycare Corp.,28 - 34 38th St,Q,11103,718-626-2201
QBHM,1057467,220236,NYCEEC,Immanuel Genius,253 - 01 Northern Blvd,Q,11362,718-877-3001
QBHN,1057371,220244,NYCEEC,Leading Kids Preschool,44 - 07 Little Nck Pkwy,Q,11363,718-229-6400
QBHO,1031005,219884,NYCEEC,Holy Mountain,29 - 49 137th St,Q,11354,718-359-6080
QBHP,1030492,214882,NYCEEC,Happy Maryann Day School,132 - 18 41st Ave,Q,11355,718-886-8266
QBHQ,1034184,202942,NYCEEC,Ohr Osher And Yaffa 75,75 - 21 Main St,Q,11367,347-233-2087
QBHR,1017773,213636,NYCEEC,Kathy's Day Care,34 - 47 88th St,Q,11372,347-761-8678
QBHS,1040117,191442,NYCEEC,Bright Kids Day Care,108 - 42 Sutphin Blvd,Q,11435,718-262-0909
QBHV,1022670,192347,NYCEEC,Queens Library UPK - Woodhaven,85 - 41 Frst Pkwy,Q,11421,718-849-1069
QBHW,1001882,216441,NYCEEC,Ravenswood,35 - 32 21st St,Q,11106,718-990-0882
QBHX,1005677,217499,NYCEEC,Adventureland Child Care,32 - 04 31st Ave ( 2nd Fl ),Q,11106,718-777-2011
QBHY,1038359,183174,NYCEEC,Aim High Leadership Academy,131 - 44 134th St,Q,11420,917-288-8290
QBIB,1034094,191358,NYCEEC,Learning Ladder Center,125 - 19 101 Ave,Q,11419,718-480-6444
QBIC,1056446,192525,NYCEEC,Cambria Heights Christian Academy,220 - 12 Linden Blvd,Q,11411,718-712-7034
QBIE,1023229,210958,NYCEEC,Cpc Corona Queens UPK,47 - 05 104th St,Q,11368,718-358-7602
QBIG,1033092,218920,NYCEEC,Kiddie Academy Of Flushing,33 - 25 Parsons Blvd,Q,11354,718-888-9499
QBIH,1021542,212600,NYCEEC,Mi Nuevo Mundo,100 - 09 39 Ave,Q,11368,718-476-3128
QBII,1044044,199244,NYCEEC,Academy Of Excellence Bell Park 7,178 - 36 Wexford Ter,Q,11432,718-523-4400
QBIS,1030247,200767,NYCEEC,Baby Steps Daycare Center II,112 - 18 76 Rd,Q,11375,718-451-6094
QBIX,1053182,192390,NYCEEC,"Sunshine Learning Center, Inc.",201 02 - 04 Linden Blvd,Q,11412,718-525-2154
QBIY,1053231,187082,NYCEEC,Kidz World ECC,217 - 21 Merrick Blvd,Q,11413,718-276-7649
QBIZ,1035574,208916,NYCEEC,Preschool R Us II,59 - 25 Kissena Blvd,Q,11354,718-888-9878
QBJC,1016638,209435,NYCEEC,Maroos Preschool,4502 82nd St,Q,11373,646-358-9577
QBJE,1048621,214862,NYCEEC,Morning Star Preschool,47 - 24 Bell Blvd,Q,11361,718-229-0206
QBJH,1043790,155611,NYCEEC,Bethel Mission Station Church Loving DCC,338 Bch 56 St,Q,11692,718-474-8618
QBJJ,1024660,192800,NYCEEC,North Side School,85 - 27 91st St,Q,11421,718-229-5050
QBJN,1037125,202173,NYCEEC,Al - Mamoor School,78 - 31 Parsons Blvd,Q,11366,718-739-0902
QBJO,1004603,220607,NYCEEC,Al Madinah School,1824 Astoria Blvd,Q,11102,718-222-4986
QBJP,1006791,210523,NYCEEC,Magic Beans,43 - 12 46th St,Q,11104,718-786-8091
QBJQ,1015094,214364,NYCEEC,Garden School,78 - 02 Northern Blvd,Q,11372,718-335-6363
QBJR,1017472,218835,NYCEEC,Grace Daycare Center,89 - 00 23rd Ave,Q,11369,718-803-0345
QBJV,1030833,213831,NYCEEC,Khwoa Bhoa Day School,132 - 25 Pople Ave,Q,11355,718-353-3628
QBJX,1049349,212625,NYCEEC,Divine Wisdom Catholic Academy,56 - 10 214th St,Q,11364,718-631-3153
QBKE,1031241,197128,NYCEEC,Sholom Sholom Inc.,84 - 15 Beverly Rd,Q,11415,718-850-2934
QBLD,1012555,211207,NYCEEC,ABC Kiddieland DCC,67 - 05 Roosevelt Ave,Q,11377,718-651-3551
QBLF,1005526,219560,NYCEEC,Discovery Lane DCC,27 - 17 27 St,Q,11102,347-652-7739
QBLI,1036812,219159,NYCEEC,I Bear Daycare Center,33 - 15 154th St,Q,11354,718-939-3870
QBLK,1037758,207852,NYCEEC,Kids Advocate DCC Inc.,61 - 54 162 St,Q,11365,914-426-7423
QBLM,1039981,204761,NYCEEC,Keren Ohr Daycare,170 - 16 73rd Ave,Q,11366,917-667-0795
QBLR,1016058,199581,NYCEEC,Play And Learn DCC,66 - 06 70th St,Q,11379,646-872-9241
QBLV,1057036,219559,NYCEEC,Rainbow - Little Neck,250 - 21 Northern Blvd,Q,11362,718-321-1610
QBLY,1035444,205550,NYCEEC,Ivy Day School,70 - 44 Kissena Blvd,Q,11367,718-880-1888
QBMC,1030667,198880,NYCEEC,"Beth Gavriel DCC, Inc.",119 - 03 80th Rd,Q,11415,917-416-4416
QBME,1013879,194589,NYCEEC,Happily Ever After,62 - 02 Myrtle Ave,Q,11385,347-529-6718
QBMF,1035224,216150,NYCEEC,The Little Learning Center,147 - 32 Sanford Ave,Q,11355,347-732-4307
QBMJ,1045591,191007,NYCEEC,Allen Christian School,114 - 32 Merrick Blvd,Q,11434,718-657-2500
QBMK,1026265,202723,NYCEEC,Ivy Day School,104 - 70 Queens Blvd,Q,11375,718-880-1888
QBML,1038512,185045,NYCEEC,Al - Ihsan Academy,134 - 02 Rockaway Blvd,Q,11420,718-322-3154
QBMP,1006353,211014,NYCEEC,Sunnyside Friends,41 - 32 44 St,Q,11104,718-786-4644
QBMQ,1041320,216210,NYCEEC,Eunyoung Chang Corp.,40 - 27 172 St,Q,11358,212-960-3613
QBMZ,1048779,216598,NYCEEC,The Learning Experience,215 - 15 Northern Blvd,Q,11361,917-634-6755
QBNF,1037579,185149,NYCEEC,Al - Ihsan Academy 3,130 - 20 Rockaway Blvd,Q,11420,718-322-3154
QBNI,1040917,190154,NYCEEC,D'little Star Day Care,111 - 08 Sutphin Blvd,Q,11435,352-812-6661
QBNJ,1024024,206281,NYCEEC,Fairytale Daycare Pre School Center,99 - 13 63rd,Q,11374,718-275-0204
QBNM,1036203,190994,NYCEEC,Talented Little Children III,104 - 18 134th St,Q,11419,718-658-4384
QBNN,1006450,220310,NYCEEC,New Milestone,27 - 18 Hoyt Ave South,Q,11102,718-380-1978
R001,916394,124757,DOE,P.S. 001 Tottenville,58 Smt St,R,10307,718-984-0960
R003,925407,129019,DOE,P.S. 003 The Margaret Gioiosa School,80 South Goff Ave,R,10309,718-984-1021
R004,929927,140491,DOE,P.S. 004 Maurice Wollin,200 Nedra Ln,R,10312,718-984-1197
R006,920131,125360,DOE,P.S. 006 Corporal Allan F Kivlehan School,555 Page Ave,R,10307,718-697-3760
R008,941939,138820,DOE,P.S. 008 Shirlee Solomon,112 Lindenwood Rd,R,10308,718-356-2800
R009,958999,158749,DOE,Naples Street Elementary School,1055 Targee St,R,10304,718-876-4610
R011,957047,154511,DOE,P.S. 011 Thomas Dongan School,50 Jefferson St,R,10304,718-979-1030
R013,965019,162646,DOE,P.S. 013 M L Lindemeyer,191 Vermont Ave,R,10305,718-447-1462
R016,962221,172351,DOE,P.S. 016 John J Driscoll,80 Monroe Ave,R,10301,718-447-0124
R018,951731,171264,DOE,P.S. 018 John G Whittier,221 Broadway,R,10310,718-442-0216
R019,948970,169185,DOE,P.S. 019 The Curtis School,780 Post Ave,R,10310,718-442-3860
R022,942320,167050,DOE,P.S. 022 Graniteville,1860 Frst Ave,R,10303,718-442-2219
R023,947379,147315,DOE,P.S. 023 Richmondtown,30 Natick St,R,10306,718-351-1155
R026,931420,154880,DOE,P.S. 026 The Carteret School,4108 Victory Blvd,R,10314,718-698-1530
R029,951976,162938,DOE,P.S. 029 Bardwell,1581 Victory Blvd,R,10314,718-556-4400
R030,947331,164417,DOE,P.S. 030 Westerleigh,200 Wardwell Ave,R,10314,718-442-0462
R031,960545,173121,DOE,P.S. 031 William T Davis,55 Layton Ave,R,10301,718-273-3500
R032,941122,142722,DOE,P.S. 032 The Gifford School,32 Elverton Ave,R,10308,718-984-1688
R036,933540,137305,DOE,P.S. 036 J C Drumgoole,255 Ionia Ave,R,10312,718-984-1422
R038,956627,148713,DOE,P.S. 038 George Cromwell,421 Lincoln Ave,R,10306,718-351-1225
R039,964769,157094,DOE,P.S. 039 Francis J Murphy Jr.,71 Sand Ln,R,10305,718-447-4543
R041,953966,148375,DOE,P.S. 041 New Dorp,216 Clawson St,R,10306,718-351-6777
R042,937134,140519,DOE,P.S. 042 Eltingville,380 Genesee Ave,R,10312,718-984-3800
R044,940714,169414,DOE,P.S. 044 Thomas C Brown,80 Maple Pkwy,R,10303,718-442-0433
R045,954439,168242,DOE,P.S. 045 John Tyler,58 Lawrence Ave,R,10310,718-442-6123
R046,961867,155715,DOE,P.S. 046 Albert V Maniscalco,41 Reid Ave,R,10305,718-987-5155
R048,959003,158808,DOE,P.S. 048 William C Wilcox,1050 Targee St,R,10304,718-447-8323
R050,949548,143884,DOE,P.S. 050 Frank Hankinson,200 Adelaide Ave,R,10306,718-987-0396
R052,959604,151523,DOE,P.S. 052 John C Thompson,450 Buel Ave,R,10305,718-351-5454
R053,946179,140518,DOE,P.S. 053 Bay Terrace,330 Durant Ave,R,10308,718-987-8020
R054,946017,158979,DOE,P.S. 054 Charles W Leng,1060 Willowbrook Rd,R,10314,718-698-0600
R055,938779,134762,DOE,P.S. 055 Henry M Boehm,54 Osborne St,R,10312,718-356-2211
R056,924769,136810,DOE,P.S. 056 The Louis Desario School,250 Kramer Ave,R,10309,718-605-1189
R057,961094,161971,DOE,P.S. 057 Hubert H Humphrey,140 Palma Dr,R,10304,718-447-1191
R058,939621,151816,DOE,Space Shuttle Columbia School,77 Marsh Ave,R,10314,718-761-2155
R059,961097,175203,DOE,The Harbor View School,300 Richmond Ter,R,10301,718-390-2190
R060,939247,161684,DOE,P.S. 060 Alice Austen,55 Merrill Ave,R,10314,718-761-3325
R062,923599,136615,DOE,P.S. 62,644 Bloomingdale Rd,R,10309,718-935-3615
R065,962491,170181,DOE,P.S. 065 The Academy Of Innovative Learning,98 Grant St,R,10301,718-981-5034
R069,940576,154792,DOE,P.S. 069 Daniel D Tompkins,144 Keating Pl,R,10314,718-698-6661
R078,962270,165980,DOE,P.S. 078,100 Tompkins Ave,R,10304,718-442-3094
R080,955015,160989,DOE,The Michael J Petrides School,715 Ocean Ter,R,10301,718-815-0186
R861,938504,165375,DOE,Staten Island School Of Civic Leadership,280 Regis Dr,R,10314,718-697-5250
RAAA,960125,156718,NYCEEC,Academy Of St. Dorothy,1305 Hylan Blvd,R,10305,718-351-0939
RAAH,944496,147906,NYCEEC,Community Resources Preschool,3651 Richmond Rd,R,10306,718-568-3105
RABA,916683,124975,NYCEEC,Our Lady Help Of Christians,23 Smt St,R,10307,718-984-1360
RABC,949450,169902,NYCEEC,Our Lady Of Mount Carmel St. Benedicta,285 Clove Rd,R,10310,718-981-5131
RABD,951537,149149,NYCEEC,Our Lady Queen Of Peace School,22 Steele Ave,R,10306,718-351-0370
RABJ,952594,170134,NYCEEC,Sacred Heart School,301 North Burgher Ave,R,10310,718-442-0347
RABL,957287,154579,NYCEEC,St. Ann School,125 Cromwell Ave,R,10304,718-351-4343
RABM,951491,144636,NYCEEC,St. Charles School,200 Penn Ave,R,10306,718-987-0200
RABN,954083,151298,NYCEEC,St. Christopher School,15 Lisbon Pl,R,10306,718-351-0902
RABP,950541,161851,NYCEEC,St. John's Ev Preschool,663 Mnr Rd,R,10314,718-761-1858
RABZ,945580,147858,NYCEEC,St. Patrick's,3560 Richmond Rd,R,10306,718-979-8815
RACC,957124,172947,NYCEEC,St. Peter - St. Paul School,129 Clinton Ave,R,10301,718-447-1796
RACE,947871,159613,NYCEEC,St. Rita School,30 Wellbrook Ave,R,10314,718-761-2504
RACH,951680,162699,NYCEEC,St. Teresa Of The Infant Jesus,1632 Victory Blvd,R,10314,718-448-9650
RACL,934083,144461,NYCEEC,The Gingerbread Learning Center,80 Woodrow Rd,R,10312,718-356-0008
RACN,946604,170403,NYCEEC,"United Cerebral Palsy Of New York City, Inc.",281 Prt Richmond Ave,R,10302,718-442-6006
RACS,951709,171544,NYCEEC,Children's Aid Society Richmond ELC,159 Broadway,R,10310,917-426-0300
RACT,959544,170967,NYCEEC,Staten Island Mental Health Society III,10 Kingsley Pl,R,10301,718-816-5168
RACX,959591,169066,NYCEEC,Jewish Community Center Of Staten Island,485 Victory Blvd,R,10301,718-475-5286
RADB,939950,169336,NYCEEC,Little Lamb Preschool,2 Gridley Ave,R,10303,718-448-7774
RADK,941848,161075,NYCEEC,Bumblebees - R - Us,2734 Victory Blvd,R,10314,718-494-4448
RADL,961326,151792,NYCEEC,Busy Beach Day Care Inc.,777 Seaview Ave Building 11,R,10305,718-667-2861
RADM,944628,168585,NYCEEC,CAS SI Family Services Center,465 Villa Ave,R,10302,718-273-5305
RADN,961424,166260,NYCEEC,Foch,195 Gordon St,R,10304,917-567-3545
RADP,951161,162865,NYCEEC,Castleton Hill Moravian Preschool,1657 Victory Blvd,R,10314,718-442-5350
RADW,951485,147754,NYCEEC,Staten Island Pre - School,145 Ross Ave,R,10306,718-667-9235
RAEG,956771,151285,NYCEEC,Islander's Kids,219 Jefferson Ave,R,10306,718-979-5331
RAEH,944593,137912,NYCEEC,Smiles Around Us,3854 Hylan Blvd,R,10308,718-475-5234
RAEM,965357,158486,NYCEEC,Sisters Of St. John The Baptist Inc.,57 Cleveland Pl,R,10305,718-447-4150
RAEN,938237,166739,NYCEEC,Rose Group Family Day Care I,104 Birch Rd,R,10303,718-913-0327
RAEW,942018,169003,NYCEEC,"4 Angels Day Care, Inc.",245 Simonson Ave,R,10303,718-876-6498
RAEX,963114,156273,NYCEEC,Holy Rosary School,100 Jerome Ave,R,10305,718-447-6209
RAEY,943439,168670,NYCEEC,St. Adalbert's School,355 Morningstar Rd,R,10303,718-442-2020
RAFF,939029,158816,NYCEEC,Big Birds Playhouse Corp.,1859 Richmond Ave,R,10314,718-982-0550
RAFG,923662,136212,NYCEEC,Friends Preschool,610 Bloomingdale Rd,R,10309,718-984-5194
RAFH,962076,167037,NYCEEC,"Castle Day Care II, Inc.",211 Canal St,R,10304,718-448-5439
RAFI,950820,170438,NYCEEC,"Castle Day Care, Inc.",1141 Castleton Ave,R,10310,718-447-3140
RAFJ,949445,169948,NYCEEC,Child Study Center Of New York,285 Clove Rd,R,10310,718-442-8588
RAFK,955191,174203,NYCEEC,Children's Harbor Montessori School,1000 Richmond Ter,R,10301,718-442-6112
RAFL,939144,155283,NYCEEC,The Foresight School,2221 Richmond Ave,R,10314,718-761-6060
RAFN,926370,136598,NYCEEC,"High Hopes Of Staten Island, Inc.",1298 Woodrow Rad,R,10309,718-317-8143
RAFO,949163,155993,NYCEEC,Jewish Community Center Of Staten Island,1466 Mnr Rd,R,10314,718-475-5225
RAFP,933255,145404,NYCEEC,Jewish Community Center Of Staten Island,1297 Arthur Kill Rd,R,10312,718-475-5224
RAFR,915791,124835,NYCEEC,Mini World Preschool,7516 Amboy Rd,R,10307,718-948-9535
RAFS,922449,124996,NYCEEC,Mission Of The Immaculate Virgin,6581 Hylan Blvd,R,10309,718-317-2849
RAFU,931566,133453,NYCEEC,Stepping Stones Preschool,5394 Amboy Rd,R,10312,718-948-4878
RAFV,924006,131587,NYCEEC,Small World Pre - School,144 Bloomingdale Rd,R,10309,718-356-7795
RAFW,942688,140612,NYCEEC,South Shore Toddler Academy,11 Sampson Ave,R,10308,718-356-3563
RAFX,942106,145983,NYCEEC,The Tanglewood Montessori,15 Tanglewood Dr,R,10308,718-967-2424
RAFY,942732,153780,NYCEEC,Children's Playhouse,85 Monahan Ave,R,10314,718-761-0129
RAFZ,941705,160839,NYCEEC,College Of Staten Island - The Children's Center,2800 Victory Blvd,R,10314,718-982-3190
RAGA,958599,151075,NYCEEC,"Wonder Years Preschool, The",381 Seaver Ave,R,10305,718-987-7596
RAGC,956626,169491,NYCEEC,Yeled V'Yalda Silver Lake I Head Start,10 Gregg Pl,R,10301,718-815-4488
RAGD,962609,163785,NYCEEC,Yeled V'Yalda / Silver Lake Head Start II,20 Park Hl Cir,R,10304,718-720-0090
RAGF,952576,167108,NYCEEC,SI YMCA Nursery - North,651 Broadway,R,10310,718-981-4933
RAGG,938945,136981,NYCEEC,SI YMCA Nursery - South,3939 Richmond Ave,R,10312,718-227-3200
RAGH,941737,151066,NYCEEC,Richmond Hill Children's Center,"501 Richmond Hl Rd,",R,10314,718-494-7422
RAGJ,939248,169988,NYCEEC,Staten Island Mental Health Society Head Start,166 Lockman Ave,R,10303,718-494-0400
RAGK,960552,164739,NYCEEC,Staten Island Head Start,16 Osgood Ave,R,10304,718-420-6138
RAGM,956236,153374,NYCEEC,Staten Island Head Start,44 Dongan Hls Ave,R,10306,718-987-7755
RAGR,942445,163281,NYCEEC,Rabbi Jacob Joseph School,400 Caswell Ave,R,10314,718-982-8745
RAHA,950549,158918,NYCEEC,Lemon Tree,341 Elvin St,R,10314,718-370-2292
RAHC,947411,142999,NYCEEC,Cbi Academy Preschool,45 Twombly Ave,R,10306,718-987-6200
RAHD,942848,161708,NYCEEC,J & J Academy,55 Wyona Ave,R,10314,718-698-0280
RAHW,939629,133423,NYCEEC,Staten Island Children's Academy,50 Osage Ln,R,10312,718-227-2500
RAHZ,954712,148235,NYCEEC,"Hylan Day Care, Inc.",2346 Hylan Blvd,R,10306,718-351-2705
RAIJ,953757,167799,NYCEEC,Hugs & Kiddies,140 Harvest Ave,R,10310,718-273-6141
RAIM,919601,137585,NYCEEC,Prodigy Preschool / Staten Island Skating Pavilion,3080 Arthur Kill Rd,R,10309,718-948-4800
RAIT,939290,159658,NYCEEC,Ivy League Early Learning Academy,1779 Richmond Ave,R,10314,718-982-0202
RAIX,949099,168060,NYCEEC,Blessed Sacrament Early Childhood Academy,840 Delafield Ave,R,10310,718-442-3090
RAJA,928119,131962,NYCEEC,Alphabet Ac,65 Foster Rd,R,10309,917-846-8289
X001,1006649,237683,DOE,P.S. 001 Courtlandt School,335 East 152 St,X,10451,718-292-9191
X003,1014171,249042,DOE,P.S. 3 Raul Julia Micro Society,2100 Lafontaine Ave,X,10457,718-584-1899
X004,1012480,245915,DOE,P.S. / M.S. 004 Crotona Park West,1701 Fulton Ave,X,10457,718-583-6655
X005,1009538,235709,DOE,P.S. 5 Port Morris,564 Jackson Ave,X,10455,718-292-2683
X006,1016803,245588,DOE,P.S. 006 West Farms,1000 East Tremont Ave,X,10460,718-542-7676
X009,1012258,251425,DOE,P.S. 9 Ryer Avenue Elementary School,230 East 183 St,X,10458,718-584-3291
X016,1024477,268049,DOE,P.S. 016 Wakefield,4550 Carpenter Ave,X,10470,718-324-1262
X018,1005598,236750,DOE,P.S. 018 John Peter Zenger,502 Morris Ave,X,10451,718-292-2868
X020,1017702,256118,DOE,P.S. 20 Pogeorge J Werdan III,3050 Webster Ave,X,10467,718-515-9370
X023,1013356,250167,DOE,P.S. 023 The New Children's School,2151 Washington Ave,X,10457,718-584-3992
X025,1010315,235403,DOE,P.S. 025 Bilingual School,811 East 149 St,X,10455,718-292-2995
X028,1010903,248358,DOE,P.S. 028 Mount Hope,1861 Anthony Ave,X,10457,718-583-6444
X029,1007217,238546,DOE,P.S. / M.S. 029 Melrose School,758 Courtlandt Ave,X,10451,718-292-3785
X030,1007030,234117,DOE,P.S. 030 Wilton,510 East 141 St,X,10454,718-292-8817
X031,1005923,239014,DOE,P.S. / M.S. 031 The William Lloyd Garrison,250 East 156 St,X,10451,718-292-4397
X032,1015772,249682,DOE,P.S. 032 Belmont,690 East 183 St,X,10458,718-584-3645
X033,1011575,253227,DOE,P.S. 033 Timothy Dwight,2424 Jerome Ave,X,10468,718-584-3926
X036,1025718,241505,DOE,P.S. 036 Unionport,1070 Castle Hl Ave,X,10472,718-822-5345
X042,1011063,244800,DOE,P.S. 042 Claremont,1537 Washington Ave,X,10457,718-583-7366
X043,1006012,233079,DOE,P.S. 043 Jonas Bronck,165 Brown Pl,X,10454,718-292-4502
X044,1014390,246221,DOE,P.S. 044 David C Farragut,1825 Prospect Ave,X,10457,718-583-2360
X048,1015563,235913,DOE,P.S. 048 Joseph R Drake,1290 Spofford Ave,X,10474,718-589-4312
X049,1005573,234479,DOE,P.S. 049 Willis Avenue,383 East 139 St,X,10454,718-292-4623
X051,1015560,249327,DOE,P.S. 051 Bronx New School,695 East 182nd St,X,10457,718-733-0347
X053,1008689,242660,DOE,P.S. 053 Basheer Quisim,360 East 168 St,X,10456,718-681-7276
X054,1015291,254403,DOE,P.S. / I.S. 54,2703 Webster Ave,X,10458,718-584-4203
X055,1010528,243936,DOE,P.S. 055 Benjamin Franklin,450 Saint Paul's Pl,X,10456,718-681-6227
X057,1014956,248449,DOE,P.S. 057 Crescent,2111 Crotona Ave,X,10457,718-367-9446
X058,1012243,247576,DOE,P.S. 058,459 East 176 St,X,10457,718-583-6866
X059,1013708,250098,DOE,P.S. 059 The Community School Of Technology,2185 Bathgate Ave,X,10457,718-584-4730
X061,1013990,244011,DOE,P.S. 061 Francisco Oller,1550 Crotona Park East,X,10460,718-542-7230
X062,1011862,235824,DOE,P.S. 062 Inocensio Casanova,660 Fox St,X,10455,718-585-1617
X063,1011338,242084,DOE,P.S. 063 Author's Academy,1260 Franklin Ave,X,10456,718-589-3058
X065,1008419,233518,DOE,P.S. 065 Mother Hale Academy,677 East 141 St,X,10454,718-292-4628
X066,1015564,242160,DOE,P.S. 066 School Of Higher Expectations,1001 Jennings St,X,10460,718-319-2820
X067,1016179,246729,DOE,P.S. 067 Mohegan School,2024 Mohegan Ave,X,10460,718-823-4101
X068,1028857,264112,DOE,P.S. 068 Bronx,4011 Monticello Ave,X,10466,718-324-2854
X069,1022824,236911,DOE,P.S. 069 Journey Prep School,560 Thieriot Ave,X,10473,718-378-4736
X072,1034609,239156,DOE,P.S. 072 Dr. William Dorney,2951 Dewey Ave,X,10465,718-822-5311
X073,1004578,242650,DOE,P.S. 073 Bronx,1020 Anderson Ave,X,10452,718-681-6776
X075,1014930,238891,DOE,P.S. 75 School Of Research And Discovery,984 Faile St,X,10459,718-860-1630
X077,1018597,257169,DOE,Bedford Park Elementary School,3177 Webster Ave,X,10467,718-696-6400
X078,1025542,259409,DOE,P.S. 078 Anne Hutchinson,1400 Needham Ave,X,10469,718-652-1244
X085,1013385,252272,DOE,P.S. 085 Great Expectations,2400 Marion Ave,X,10458,718-584-5275
X086,1012385,256185,DOE,P.S. 086 Kingsbridge Heights,2756 Reservoir Ave,X,10468,718-584-5585
X089,1023177,253641,DOE,P.S. 089 Bronx,980 Mace Ave,X,10469,718-653-0835
X092,1014827,247638,DOE,P.S. 092 Bronx,700 East 179 St,X,10457,718-731-7900
X093,1018192,238772,DOE,P.S. 093 Albert G Oliver,1535 Story Ave,X,10473,718-430-1700
X095,1014241,260978,DOE,P.S. 095 Sheila Mencher,3961 Hillman Ave,X,10463,718-796-9200
X097,1026633,253773,DOE,P.S. 097 Bronx,1375 Mace Ave,X,10469,718-655-4446
X100,1022227,238734,DOE,P.S. 100 Isaac Clason,800 Taylor Ave,X,10473,718-842-1461
X106,1024405,244366,DOE,P.S. 106 Parkchester,2120 St Raymond's Ave,X,10462,718-892-1006
X107,1020624,237574,DOE,P.S. 107,1695 Seward Ave,X,10473,718-860-8760
X108,1024921,250658,DOE,P.S. 108 Philip J Abinanti,1166 Neill Ave,X,10461,718-863-9829
X109,1006730,249524,DOE,P.S. 109 Sedgwick,1771 Popham Ave,X,10453,718-583-8878
X110,1011681,243548,DOE,P.S. 110 Theodore Schoenfeld,580 Crotona Park South,X,10456,718-861-0759
X111,1028527,261585,DOE,P.S. 111 Seton Falls,3740 Baychester Ave,X,10466,718-881-2418
X112,1027392,261662,DOE,P.S. 112 Bronxwood,1925 Schieffelin Ave,X,10466,718-654-6377
X119,1023835,241166,DOE,P.S. 119,1075 Pugsley Ave,X,10472,718-822-5198
X121,1025564,255179,DOE,P.S. 121 Throop,2750 Throop Ave,X,10469,718-654-2055
X126,1004071,243876,DOE,P.S. 126 Dr. Marjorie H Dunbar,175 West 166 St,X,10452,718-681-6120
X130,1011364,237190,DOE,P.S. 130 Abram Stevens Hewitt,750 Prospect Ave,X,10455,718-665-0962
X134,1013453,242175,DOE,P.S. 134 George F Bristow,1330 Bristow St,X,10459,718-328-3351
X138,1024925,238936,DOE,P.S. 138 Samuel Randall,2060 Lafayette Ave,X,10473,718-822-5325
X140,1009799,239257,DOE,P.S. X140 The Eagle School,916 Eagle Ave,X,10456,718-585-1205
X146,1010312,239854,DOE,P.S. 146 Edward Collins,968 Cauldwell Ave,X,10456,718-378-9664
X150,1013471,240248,DOE,P.S. 150 Charles James Fox,920 East 167 St,X,10459,718-328-7729
X152,1017374,239493,DOE,P.S. 152 Evergreen,1007 Evergreen Ave,X,10472,718-589-4560
X153,1030375,257393,DOE,P.S. 153 Helen Keller,650 Baychester Ave,X,10475,718-904-5550
X154,1004724,233748,DOE,P.S. 154 Jonathan D Hyatt,333 East 135 St,X,10454,718-292-4742
X157,1009479,237756,DOE,P.S. 157 Grove Hill,757 Cauldwell Ave,X,10456,718-292-5255
X160,1032914,254226,DOE,P.S. 160 Walt Disney,4140 Hutchinson Riv Pkway E,X,10475,718-379-5951
X161,1010460,236117,DOE,P.S. 161 Ponce De Leon,628 Tinton Ave,X,10455,718-292-5478
X163,1012253,249624,DOE,P.S. 163 Arthur A Schomburg,2075 Webster Ave,X,10457,718-584-3045
X169,1028633,260367,DOE,Baychester Academy,3500 Edson Ave,X,10466,718-325-1138
X179,1006356,234188,DOE,P.S. 179,468 East 140 St,X,10454,718-292-2237
X182,1023906,237445,DOE,P.S. 182,601 Stickball Blvd,X,10473,718-828-6607
X189,1031010,261120,DOE,Cornerstone Academy For Social Action,3441 Steenwick Ave,X,10475,718-794-6160
X195,1018150,242047,DOE,P.S. 195,1250 Ward Ave,X,10472,718-861-4461
X196,1018171,241915,DOE,P.S. 196,1250 Ward Ave,X,10472,718-328-7187
X199,1006248,246572,DOE,P.S. 199x - The Shakespeare School,1449 Shakespeare Ave,X,10452,718-681-7172
X204,1007729,248989,DOE,P.S. 204 Morris Heights,1780 Dr Martin Luther King Jr Blvd,X,10453,718-960-9520
X207,1010158,259254,DOE,P.S. 207,3030 Godwin Ter,X,10463,718-796-9645
X209,1012625,251425,DOE,P.S. 209,313 East 183rd St,X,10458,718-364-0085
X211,1014648,246656,DOE,P.S. 211,1919 Prospect Ave,X,10457,718-901-0436
X212,1011879,241173,DOE,P.S. 212,1180 Tinton Ave,X,10456,718-842-2331
X214,1017453,245076,DOE,P.S. 214,1970 West Farms Rd,X,10460,718-589-6728
X226,1007450,251055,DOE,P.S. 226,1950 Sedgwick Ave,X,10453,718-583-5560
X236,1009214,248586,DOE,P.S. 236 Langston Hughes,1871 Walton Ave,X,10453,718-299-6128
X274,1006186,250085,DOE,The New American Academy At Roberto Clemente State Park,275 Harlem Riv Park Brg,X,10453,718-901-9703
X277,1008130,235625,DOE,P.S. 277,519 St Anns Ave,X,10455,718-292-3594
X300,1015509,247488,DOE,The School Of Science And Applied Learning,2050 Prospect Ave,X,10457,718-584-6310
X304,1031482,240663,DOE,P.S. 304 Early Childhood School,2750 Lafayette Ave,X,10465,718-822-5307
X307,1011441,255954,DOE,Luisa Pineiro Fuentes School Of Science And Discovery,124 Eames Pl,X,10468,718-601-2632
X310,1010444,257205,DOE,P.S. 310 Marble Hill,260 W Kingsbridge Rd,X,10463,718-796-9434
